WELL_NAME,GEOTECH_ACTION,START_DATE_FACT,END_DATE_FACT
7149200f79fa47cb9775f2e652ef7c217ac4988ad9828be5b6dd0dfebcf54640,ИДН,2021-01-01,2021-01-05
39979a0958c16790f31a1dfb7552680008fd5dce7f302c060c23a5b9f5b19c65,ИДН,2021-07-06,2021-07-10
d90bab38122d9583d32624a0d4ce4687d8d8d21245be2bea109bcec60b0c57e4,Из бурения,2021-04-01,2021-05-17
215854c89177a4e75013170af23c333f72325f0198b85e7cee0cd3df36ad42db,Из бурения,2021-10-02,2021-11-30
fab1e55cf1e0b33d1e53082d2136ea106e83d71e92c2ed6d0f4bcebe0e7d44d2,Из бурения,2021-09-29,2021-10-20
8fb6ef502069a2ac596f153f4d56233991ca9977fe5dee8455e7eefe5784e4a7,Из бурения,2021-05-18,2021-06-29
769384f0a6fe5cba75fc68a9e52395eb9b69fa8dab849ef795694a92183121c9,ИДН,2021-03-20,2021-03-25
220464bc65a012f767aa51f72f0aadcb3e5ddab2f848ae670fcfffdcff912ec4,ИДН,2021-02-10,2021-02-15
9962e54aa392e3ca2644e05433017c78b93d8bfbe80d5fa9196b69856f228cb6,Из бурения,2017-09-22,2017-12-23
7b4c3a89925ea02f6349a222a335460e6b058bc9d7e598f4ffd0aea925c6518e,Из бурения,2016-12-07,2016-12-09
ed8612f13f964bf9974debe24d21204f5ee0457a1da7fd73a8acd89ff56b0aa9,Из бурения,2017-07-24,2017-07-27
9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,Перевод в ППД,2019-03-07,2019-03-19
86ea1e0aff641ba662576afb06dd5d9592e458edf29b0d96544dfb6a7f20d32c,Перевод в ППД,2019-02-21,2019-02-26
1eb07c4586cc77e19751ded1e791e9a79e75c5390a8327a306cca8bd18642ae4,Перевод в ППД,2018-01-19,2018-01-23
9d948a85174b17247aeecd71971bf923ebf6253f22c882fce81edf0ba9592b4b,КРС,2019-04-21,2019-06-02
06252c150957a6ca28111b094eb923bfa74d2a66928655e9cb7cb671ed159ecf,Перевод в ППД,2019-01-06,2019-01-10
85c5a0da634b2e3d596f033ad749a0c4f4a18a9278e7fb35344055e59f1831ad,Перевод в ППД,2019-01-25,2019-02-11
2b57ed0b02a2bcf2fb38de86c6d691242f790a9982245600afe86d8ee0834d01,Перевод в ППД,2018-12-15,2019-01-06
7b1b9ddc8972b64b28c0e15dcd2bf1a8dd0141aba16d6ba6604cd54c041d1314,Перевод в ППД,2019-06-09,2019-06-15
bbdba0a595c0b7595aa673cc47420a07b86be9fbaf23c5c04dcbf13eeced081c,Перевод в ППД,2019-06-15,2019-06-19
a372aeaa5b4d45fd951e723c420a30e8798fc6c9293bc4d41f1bf526d676ff2b,Перевод в ППД,2019-11-21,2019-11-25
46a73cf93a35bd788c431cb638eafe253e2228ca50be71d555600b32016db4f1,КРС,2019-06-13,2019-06-21
659ae89cc9aba1708338e52957d0668237762d476f41aaefb6014230e3923b5d,Из бурения,2022-03-17,2022-03-19
c8ff82663c42350c5f0603996363675c760b999f7954ca3df1a222de26c39887,Из бурения,2022-02-03,2022-03-04
9843a47b607b6019a9f5bb0e6d65dcf359b3ba69fb3e7d008d3c711c2f086110,ИДН,2022-06-20,2022-06-23
b04d54ff8a670262e81f0e0b514a32e03baa85200cd9f226cc9307d17af8d744,ИДН,2022-08-04,2022-08-08
a6efec17d11876c1f91aa02ed176a162ffffccc8bbe79371fcd6e78e4939b25f,ИДН,2022-03-04,2022-03-07
623921b97001a3025cbd88a5cbb81013150e98fb9f8600a1d49139bacf926b48,ИДН,2022-09-15,2022-09-17
16171f382dd8e0a617bbae7549c5e3457ad2f57c93f03731d041f2d7434405a3,ИДН,2022-03-19,2022-03-22
d0edc568d22b23ac9f12652d9e8fb69074a7dd0ea26053c7ebbb76b90a3e3e2c,ИДН,2022-03-16,2022-03-20
14cb35367f86daac1e71e286a4bf308a867ad52df1863ff086bb2d77f0387f00,ИДН,2022-01-05,2022-01-08
625dca26d9bd9387cc17e1c5e1905105ab4e1171623d04a48f5ff7bd9ba589e0,ИДН,2022-05-19,2022-05-28
253cb5d099e72b1fdc4cd290d5cd33cd5a2bb1fce158fbb8250166795e545a43,ИДН,2022-03-11,2022-03-14
b6d41b17642bb785ae8977e2911b44b09e2b29ef25394e9fdbeb93f19f5dbf96,ИДН,2022-03-18,2022-03-21
96184ceab9c321bafb53b5e1c71df538d5435024098682fa1569003cafd35d22,ИДН,2022-07-22,2022-07-25
17c5b2696534aa5ea2a35bc0cb700ae17b0f8a25a3a128ace4e262db29de8150,ИДН,2022-07-20,2022-07-23
ebae7ab0f98c5fe4e4bca53a20efa70a62617cc687341cc8da0eba28daf842d1,ОПЗ,2022-06-10,2022-06-14
7eb126671cd244f1508515fa398d9bb98e575a3528a2fadec613d620693b0815,Из бурения,2022-05-04,2022-05-07
a947b953b8c52cf4f7c2f1baea3762333b1c88ddc517aadfef898b31170d31bc,Из бурения,2022-04-19,2022-04-23
a257328c19738c1172f4f06e4a3292f5d3d95422d4853423a2cbfc2d8bf738a6,Из бурения,2022-02-18,2022-02-20
9250a6c3d3c5216b5ed5d1b21b814df792f7bd92684aa21a2632c3b89b361e2d,ОПЗ,2022-06-27,2022-07-01
59b8f35782aff5fad3c6367b6c32b89f3a045aedebea057e9b081ceb9c7735f0,Из бурения,2021-12-24,2021-12-26
999d0867e2010e4a4a5128fa9578e6f90542f7506060bf20dbdb47bf9f6d884c,ИДН,2022-07-01,2022-07-04
340cf940e57b02cc57ddf5b81f01765100f950ae4060fedd1439e4fa719affe3,ОПЗ,2022-07-17,2022-07-22
7148a6537ac3d9de9b511814b068fce6bbfc56dfa3972a00db2fce888b4969c5,ИДН,2022-01-08,2022-01-11
1aa2da401c1a11856b3bf751396dcc546f25e086bcb116b88b34cce62989dfc6,ОПЗ,2022-09-13,2022-09-16
af6c0e95ecde8847bb9cba678133a7c46ef6c9053c23729d128b16edd73b6e4c,ОПЗ,2022-09-06,2022-09-11
fd456b09e33a385cfd662b7fe28fa2c33d388ea6041675d998870fc0fb40a948,ИДН,2022-02-24,2022-03-01
672e5cd92cd0e9a315fbb20bcf09c1c128703ae995928442b73310085dd9b011,Из бурения,2022-06-01,2022-06-06
805808e58c5768e3cdb907b202e1f407c69623ee71f5add1c60fbeb4dfa589f9,ОПЗ,2022-09-07,2022-09-12
37ab19dd86d58afdbc05b7d2277e54f59c326e47ca6c51b4df4a3fec1d7c4799,РИР,2022-03-15,2022-05-18
3ccc7deb310fe2e1ba800477edda46390606d6db0b49fbb1dbfaadae26370444,ИДН,2022-05-05,2022-05-08
b705a65e0404edd49515054002d2f6aa6d91062dd493551e06410c79168396ca,ИДН,2022-02-08,2022-02-11
91dc838b30c4e0943493df8257aef89319d2bada9fba1f16d041dbc108b798ed,ИДН,2022-08-10,2022-08-13
4e66495fd770d6869309228a5281246488328935e237c85bed2e466502265b4f,ИДН,2022-03-10,2022-03-15
ced1e28dac7c6fc6f5152c726898bd173f104efd1cc09f27970947f585dd3d34,Из бурения,2022-06-03,2022-07-04
d5926d6d96c2d075326a4e4e84772d613dc427401b7de2231dd4b7b236406ece,Из бурения,2022-05-01,2022-07-04
658fac6ef77f17a83fd9eb0c4a2ad70f39925869650b4f1d8e39109308f24e2d,Из бурения,2022-03-21,2022-03-23
fd2202d5c2c15cc8ea748496c93092a8993d2c67aa364a599c042d7d6b696c39,Из бурения,2022-02-17,2022-02-19
da8434eb99bbaf642f2679fdf7d66f02181da57812c3f9c3891871cdd6c40390,Из бурения,2021-12-31,2022-03-11
c181e460b020a596570254389f658328d9a4be73ebb0adea8ee857263c0c15c8,Из бурения,2022-06-26,2022-07-04
fa07c227692c1e41bb8ed4721811284dbefdb8de93e7b03b38586ba6568a6077,ИДН,2022-02-24,2022-03-01
770b646b3ae0829293af5769b8d9e3ef5a6745b9845631f73eca0f34e0f9b969,ИДН,2022-03-10,2022-03-13
d221ab273a9d3e8917116cab6d38110b269ecbd9025e0523d20148fbbc0b292e,ИДН,2022-06-16,2022-06-20
d221ab273a9d3e8917116cab6d38110b269ecbd9025e0523d20148fbbc0b292e,Из бурения,2021-11-02,2022-02-03
772ba09164987e56e957db817f938a759ef2764cb5cf50cc81a41f740e7b03e7,Из бурения,2022-05-08,2022-07-04
fd64dc0f45a193a106e86d2d2d3f896c3b52295427fddc1925b946a7fc891ee6,Из бурения,2022-03-20,2022-03-22
b3e8a28cdf40813fc7ed83884d3ede6c85668a1d34d45c8d44ab6a6c5f587903,Из бурения,2022-04-15,2022-05-06
823dd3c72e0cdf3095cb4a2a2203b04846d4878810176444f33717ce32fead8e,ИДН,2022-03-04,2022-03-08
823dd3c72e0cdf3095cb4a2a2203b04846d4878810176444f33717ce32fead8e,Из бурения,2021-12-28,2022-01-30
279f3d2db6b7669cde4c26ba7364c91a27f0c23675ddf24e20ecb2c2edaf918d,Из бурения,2022-03-23,2022-04-18
613f15a5a89a63c1f6e61ea5466461b46c8168e91c329345e4e1b0dff2bbb705,ИДН,2022-01-06,2022-01-11
95c7bec240d7251a03c7838f1bce9a5e9630c3e28e192a6ed30cc022927082e7,Из бурения,2022-02-25,2022-05-13
21073d4b917e6294996d365748b6d7dcbaba0c151a2364f3a1eff85b398060c5,Из бурения,2022-08-02,2022-09-06
7a202edef2d504c3b3b43ac3c72680ac2dbf089480cc1cf6a6a32f08fdf78d10,Переходы и приобщения,2022-01-07,2022-01-30
37a7adfb38b7f511d63cd78ddcce373a73fb91918292e2f99a9c65f19b75074a,Переходы и приобщения,2022-01-30,2022-02-18
4a4081b2129faecf34e45004f6cbffcca7441021ee2678f0f87e9ab27ba5e4c0,ИДН,2022-02-14,2022-02-23
404ed1f58f11fc57a7e19f2021ae033034fe81fd5d2d82a9c03fbb1599643602,ИДН,2022-01-05,2022-01-09
404ed1f58f11fc57a7e19f2021ae033034fe81fd5d2d82a9c03fbb1599643602,ИДН,2022-07-10,2022-07-13
c441837ec36594631d80511ddffc22a24fa4e5d1918af1be69eadff34104a1b0,ИДН,2022-08-01,2022-08-01
c441837ec36594631d80511ddffc22a24fa4e5d1918af1be69eadff34104a1b0,ИДН,2022-08-25,2022-08-28
02bb7b54e10b23014bac606ecda166a189d529d8f3e570892e8f0980e6721210,Переходы и приобщения,2022-04-02,2022-05-19
30099e84c1e458801e611f2b68d26d8d11bdfac6c339f54cd207f9f3de424d24,ИДН,2022-04-05,2022-04-08
697a1c4d10a9c8919577c4adebb6bf453df283f4f2d60443584f9d20d11a7381,ИДН,2022-05-12,2022-05-16
ded70a86923c88f734b56531efa2de91cb72d6956611a2c22425edaf59decd43,ИДН,2021-12-28,2021-12-31
06059a984c0329605977ea65917a6396e9bd30c84ba2635ef63f027cd4c0ef70,Из бурения,2022-07-07,2022-08-01
39979a0958c16790f31a1dfb7552680008fd5dce7f302c060c23a5b9f5b19c65,ИДН,2022-06-18,2022-06-25
7aacc3850a9f6bff2df7392f446ac2c0474c34095a60e590c1fb71e2881b2582,Из бурения,2022-06-06,2022-06-28
8a59254404fe4d1d1b224053be28e06c8624a64e37a8b2472bbd475786448aa6,Из бурения,2022-03-05,2022-03-07
54606e98798b2ce210c639888502935bd8c76f87e4c2d7a9061ef3c7bdf73800,Из бурения,2022-06-27,2022-07-25
fab1e55cf1e0b33d1e53082d2136ea106e83d71e92c2ed6d0f4bcebe0e7d44d2,ИДН,2022-07-14,2022-07-17
cc6430b913ad59a51cb890c786e846e889e8b2562ed7eaf482b01da5fec68d40,Из бурения,2022-01-30,2022-03-18
6bc16f153ff3048bf58b75a3c4a1a753dd4b7cd27c7c1c72611dc458c6a7f1de,Из бурения,2022-08-02,2022-08-20
fe55ccba15c880ea913024e6396217594096fa7542602219a66b2d6846d9cb9e,Из бурения,2022-01-17,2022-03-07
c54cb5885ae1f363434f0db35623507864b5aa43fe82cd94861a0ee7213c8a90,РИР,2021-09-18,2021-12-21
a02b18f3d99096c1a876e44ac2f033d95ca86b964a5f1cb3fc64be4da88c7c9a,Перевод в ППД,2022-05-16,2022-05-25
a28baa1caf99ec3d7039a201e68b1288834bba1878b004e04691ef4cefbea0fa,КРС,2022-03-14,2022-03-24
0d65fb17a8d254c3d913336b67101a07c338fa1dd4af22e6fcaa7040fc43769c,Перевод в ППД,2022-04-24,2022-04-29
e65e415769f42734ee43280e531adeddf42afc096acbbeca48d939411d79b912,Перевод в ППД,2021-08-29,2022-03-15
6edd6dcabee2253639e6e8e83003c8790859a9f1374a2889c44ac633baca04c5,КРС,2022-05-21,2022-05-26
7b1b9ddc8972b64b28c0e15dcd2bf1a8dd0141aba16d6ba6604cd54c041d1314,КРС,2022-01-03,2022-01-13
b99e0a6148d8b4883be9c6be1287613ec34c8cce00f018d1782783dee9320acc,Перевод в ППД,2022-02-03,2022-02-12
1735fd1f01c743f26baf46ee02fc91f75e88049dd31ef592b1cb063cc8cd9b10,Перевод в ППД,2022-03-20,2022-03-24
4b6f68dcc7adb2441ef2f82f8e68178c35561afb54c16f07dc55b9bba4316bda,Перевод в ППД,2022-04-22,2022-05-03
95783cd194c3d29e108a00954b7139c89c83a7246a46568cd3d1a03d0b00c070,Перевод в ППД,2022-03-24,2022-03-28
decec77f320f4e9cd9b46d44ed3236aadced81ce50a2da4f4a1468d0c37b41b9,Перевод в ППД,2022-02-12,2022-02-18
7149200f79fa47cb9775f2e652ef7c217ac4988ad9828be5b6dd0dfebcf54640,Перевод в ППД,2022-03-05,2022-03-14
e4c94a92dbcc5f61d739e3fad7b235e3e1939b6a5db47d42740943207cf562aa,Перевод в ППД,2022-08-26,2022-09-03
10d49b5fa61178ffad5d43e493be05a9336f2c2281e197b50b3cd2e783e2099e,Из бурения,2017-11-15,2017-11-18
9e4912342a7d40c2a7bcd2f62852ad91ea0923333d0f557801cefe2a4731ce6e,Перевод в ППД,2017-01-16,2017-01-30
52bbe66ef9a85fe24d6316b76ab1a031425d6347309408cc0c567c495072013d,Перевод в ППД,2017-07-19,2017-07-24
8a86c3f57690ec5f478e780c17281996c5e0b9b70bbdfd452a61ec20a0f5d9ab,Из бурения,2017-09-03,2017-10-04
46a73cf93a35bd788c431cb638eafe253e2228ca50be71d555600b32016db4f1,Перевод в ППД,2017-11-08,2017-11-30
b62c02291153de16e2fa26cd270acfdb173eaa3b8c09d715ee7d4fa97c9ce6b7,Перевод в ППД,2017-05-09,2017-05-14
30c0c46c2c9237e4974b9eb606b62997183a96f0e6c4d271185fd80b0c7f1e9f,Из бурения,2017-05-06,2017-05-09
70b8fdf34257ee3db34d1420098555ea51079fe289f7ede5d532a149c5f6e87c,Из бурения,2017-01-09,2017-01-13
220464bc65a012f767aa51f72f0aadcb3e5ddab2f848ae670fcfffdcff912ec4,ИДН,2017-04-09,2017-04-12
0e9f34a8e01efb1af843aa2ea7247b1fb84a3aac27f6f81f8513c7655bd0a10c,Из бурения,2017-08-25,2017-08-28
25376dacefd71544684fd4a4f997ca419f9ff5348aa6818eacca23311970cd3f,Из бурения,2017-09-06,2017-09-30
5229c22a25eca7d2de860400dbc7e76e49b18dfcecea04998c034663d0a53c35,Из бурения,2017-11-29,2017-12-02
b62c02291153de16e2fa26cd270acfdb173eaa3b8c09d715ee7d4fa97c9ce6b7,КРС,2017-07-15,2017-07-19
0e9f34a8e01efb1af843aa2ea7247b1fb84a3aac27f6f81f8513c7655bd0a10c,Перевод в ППД,2017-09-24,2017-09-28
5b2085c1c7031a88c8af10b08a7226f285902f898aa8d871328dc61a9e9d73f1,Из бурения,2017-07-11,2017-09-24
8fd2d65accab0dab1681e687dade3a4260a8bec03b8626f29cfeeef4169ae10f,Из бурения,2017-05-18,2017-05-23
cce7e6db14c3e631b6bd50568054c468045b6a265899c020dd0f01d4944d9465,Из бурения,2017-08-17,2017-08-20
52bbe66ef9a85fe24d6316b76ab1a031425d6347309408cc0c567c495072013d,Из бурения,2017-02-18,2017-02-21
ab9661f4f673fd4764fcd8192bcf57e739b096cface0e158dec656313f510a79,Из бурения,2017-10-15,2017-10-19
d452a9765262f0ab5f21c05768098a786860b618c0d68c89c5485a7eb0b14251,Перевод в ППД,2017-09-20,2017-09-24
43336893b3bde6087737e15a473132a80b0f781f63e9f2ef344117b9bd31d4d9,Из бурения,2016-09-17,2016-09-20
cb52169d181fda352ba466927f67d9b2523fbc88e43a18a70ee33a35611949e1,Из бурения,2017-06-11,2017-06-17
7d7fbf5c6340fe8e74a19982cb8d042606011f55024991efc4c57152f702fa91,Перевод в ППД,2017-12-19,2017-12-22
30c0c46c2c9237e4974b9eb606b62997183a96f0e6c4d271185fd80b0c7f1e9f,Перевод в ППД,2017-08-25,2017-08-28
8d22b7914a9aaa3ecfa0e00324f94210776ab6de9a3503d592a456a23670c4fa,Из бурения,2017-07-28,2017-07-30
d762c8e317c39d1300d8ecc65dbf631e942bde80a5fcb8b4e39c5f32f024057e,Из бурения,2016-07-22,2016-08-23
2e22155c7f6a0a6080b87a130da7fced91022e48fb48532f49b61cc420e0f848,Из бурения,2017-10-23,2017-10-26
c54cb5885ae1f363434f0db35623507864b5aa43fe82cd94861a0ee7213c8a90,Из бурения,2017-11-19,2017-11-20
aebc60b8446bd0a77ff9f51006a8d675f29b1a90d5fac29b1ac755b9a9b31cb8,Из бурения,2016-07-18,2016-07-30
220464bc65a012f767aa51f72f0aadcb3e5ddab2f848ae670fcfffdcff912ec4,Из др.фонд,2016-12-09,2016-12-17
